tourney_pk,tourney_id,date_id,tourney_name,surface,draw_size,tourney_level,tourney_spectators,tourney_revenue
2018-W-WITF-KOR-05A-201815201820604Sangju $15K,2018-W-WITF-KOR-05A-2018,201820604,Sangju $15K,Hard,32,15,2407,539913.8
2016-6961C201610215New Delhi CH,2016-6961,201610215,New Delhi CH,Hard,32,C,2935,643948.83
2017-W-WITF-TUR-11A-201715201710320Antalya $15K,2017-W-WITF-TUR-11A-2017,201710320,Antalya $15K,Clay,32,15,3146,585615.53
2019-W-ITF-ESP-09A-201925201920617W25 Madrid,2019-W-ITF-ESP-09A-2019,201920617,W25 Madrid,Hard,32,25,3381,711065.0
2019-W-FC-2019-WG-M-CZE-ROU-01D201910209Fed Cup WG R1: CZE vs ROU,2019-W-FC-2019-WG-M-CZE-ROU-01,201910209,Fed Cup WG R1: CZE vs ROU,Hard,4,D,531,101678.71
2017-2278C201720417Taipei CH,2017-2278,201720417,Taipei CH,Hard,32,C,4288,738478.66
2019-W-ITF-POR-08A-201915201920610W15 Amarante,2019-W-ITF-POR-08A-2019,201920610,W15 Amarante,Hard,32,15,2839,529737.27
2018-W-WITF-ISR-04A-201815201820507Sajur $15K,2018-W-WITF-ISR-04A-2018,201820507,Sajur $15K,Hard,32,15,3062,603001.81
2019-W-ITF-NOR-01A-201915201930722W15 Sandelfjord,2019-W-ITF-NOR-01A-2019,201930722,W15 Sandelfjord,Clay,32,15,3235,587919.81
2017-M007PM201710320Miami,2017-M007,201710320,Miami,Hard,128,PM,12310,2004609.28
2018-M004I201810226Acapulco,2018-M004,201810226,Acapulco,Hard,32,I,4113,867654.47
2019-W-ITF-MEX-29A-201915201941118W15 Cancun,2019-W-ITF-MEX-29A-2019,201941118,W15 Cancun,Hard,32,15,3461,841928.64
2017-W-FC-2017-G1-AO-A-M-THA-KOR-01D201710210Fed Cup G1 RR: THA vs KOR,2017-W-FC-2017-G1-AO-A-M-THA-KOR-01,201710210,Fed Cup G1 RR: THA vs KOR,Hard,2,D,278,55136.78
2017-W-WITF-TUN-01A-201715201710109Hammamet $15K,2017-W-WITF-TUN-01A-2017,201710109,Hammamet $15K,Clay,29,15,1803,428433.18
2017-W-WITF-LBN-02A-201715201741002Jounieh $15K,2017-W-WITF-LBN-02A-2017,201741002,Jounieh $15K,Clay,30,15,3352,741798.57
2016-0083C201641031Eckental CH,2016-0083,201641031,Eckental CH,Hard,32,C,3121,630526.35
2018-1050I201810108Hobart,2018-1050,201810108,Hobart,Hard,32,I,3274,586732.83
2021-9452C202110214Concepcion CH,2021-9452,202110214,Concepcion CH,Clay,32,C,3910,561572.23
2016-W-C10-SRB-05A-201610201630829Vrnjacka Banja $10K,2016-W-C10-SRB-05A-2016,201630829,Vrnjacka Banja $10K,Clay,32,10,3778,933054.33
2016-W-C10-ISR-03A-201610201620530Kiryat Shmona $10K,2016-W-C10-ISR-03A-2016,201620530,Kiryat Shmona $10K,Hard,32,10,2483,558147.6
2016-W-C10-HKG-01A-201610201630711Hong Kong $10K,2016-W-C10-HKG-01A-2016,201630711,Hong Kong $10K,Hard,32,10,2052,416913.58
2016-0221C201630718Tampere CH,2016-0221,201630718,Tampere CH,Clay,32,C,3355,642279.97
2019-M006PM201910304Indian Wells,2019-M006,201910304,Indian Wells,Hard,128,PM,9552,2484975.25
2017-0315A201730717Newport,2017-0315,201730717,Newport,Grass,32,A,3611,572908.63
2020-W-FC-2020-G1-EPA-A-PPO-UKR-EST-01D202010208Fed Cup G1 PPO: UKR vs EST,2020-W-FC-2020-G1-EPA-A-PPO-UKR-EST-01,202010208,Fed Cup G1 PPO: UKR vs EST,Hard,2,D,226,43217.64
2020-W-FC-2020-QLS-M-SUI-CAN-01D202010207Fed Cup QLS R1: SUI vs CAN,2020-W-FC-2020-QLS-M-SUI-CAN-01,202010207,Fed Cup QLS R1: SUI vs CAN,Hard,4,D,441,99603.69
2016-M001P201610111Sydney,2016-M001,201610111,Sydney,Hard,32,P,3612,637412.01
2018-W-WITF-ITA-07A-201825201810326Santa Margherita Di Pula $25K,2018-W-WITF-ITA-07A-2018,201810326,Santa Margherita Di Pula $25K,Clay,32,25,4248,853681.57
2016-W-C10-ITA-19A-201610201641205Ortisei $10K,2016-W-C10-ITA-19A-2016,201641205,Ortisei $10K,Hard,32,10,3139,572633.18
2021-W-ITF-USA-01A-202160202110125W60 Rome GA,2021-W-ITF-USA-01A-2021,202110125,W60 Rome GA,Hard,32,60,4202,803340.64
2016-W-C10-BEL-06A-201610201630822Wanfercee Baulet $10K,2016-W-C10-BEL-06A-2016,201630822,Wanfercee Baulet $10K,Clay,32,10,3060,719698.0
2017-W-WITF-THA-12A-201725201730814Nonthaburi $25K,2017-W-WITF-THA-12A-2017,201730814,Nonthaburi $25K,Hard,32,25,3655,708966.12
2020-0406I202030921Strasbourg,2020-0406,202030921,Strasbourg,Clay,32,I,3057,649668.06
2019-7297C201920603Surbiton CH,2019-7297,201920603,Surbiton CH,Grass,64,C,5971,1334648.25
2021-W-ITF-TUN-23A-202115202120607W15 Monastir,2021-W-ITF-TUN-23A-2021,202120607,W15 Monastir,Hard,32,15,2738,419087.14
2016-W-C10-BOL-02A-201610201641205La Paz $10K,2016-W-C10-BOL-02A-2016,201641205,La Paz $10K,Clay,32,10,2143,446183.73
2018-W-FC-2018-G2-EPA-B-M-LUX-ISR-01D201820420Fed Cup G2 RR: LUX vs ISR,2018-W-FC-2018-G2-EPA-B-M-LUX-ISR-01,201820420,Fed Cup G2 RR: LUX vs ISR,Clay,2,D,213,43395.66
2018-W-WITF-TUR-30A-201815201841015Antalya $15K,2018-W-WITF-TUR-30A-2018,201841015,Antalya $15K,Hard,32,15,3636,839367.12
2016-W-C10-KOR-04A-201610201630704Gimcheon $10K,2016-W-C10-KOR-04A-2016,201630704,Gimcheon $10K,Hard,32,10,3427,648897.49
2016-W-C10-COL-02A-201610201630822Cali $10K,2016-W-C10-COL-02A-2016,201630822,Cali $10K,Clay,32,10,3561,625309.21
2021-W-ITF-POR-03A-202125202120614W25+H Figueira Da Foz,2021-W-ITF-POR-03A-2021,202120614,W25+H Figueira Da Foz,Hard,32,25,3025,621171.19
2017-7480A201730731Los Cabos,2017-7480,201730731,Los Cabos,Hard,32,A,3191,729649.75
2019-W-ITF-GBR-04A-201925201920408W25 Sunderland,2019-W-ITF-GBR-04A-2019,201920408,W25 Sunderland,Hard,32,25,2380,355042.88
2017-9005C201720619Ilkley CH,2017-9005,201720619,Ilkley CH,Grass,32,C,3105,605524.37
2019-M015A201930930Beijing,2019-M015,201930930,Beijing,Hard,32,A,8346,1125679.32
2020-0495A202010224Dubai,2020-0495,202010224,Dubai,Hard,32,A,2628,595235.52
2018-W-WITF-GRE-05A-201815201810326Heraklion $15K,2018-W-WITF-GRE-05A-2018,201810326,Heraklion $15K,Clay,32,15,3005,575554.88
2021-W-ITF-TUN-24A-202115202120614W15 Monastir,2021-W-ITF-TUN-24A-2021,202120614,W15 Monastir,Hard,32,15,3396,765477.12
2019-0316A201930715Bastad,2019-0316,201930715,Bastad,Clay,32,A,2119,419886.23
2019-W-ITF-TUN-48A-201915201941125W15 Monastir,2019-W-ITF-TUN-48A-2019,201941125,W15 Monastir,Hard,32,15,3084,606666.27
2016-M-DC-2016-G1-EPA-M-POR-AUT-01D201610304Davis Cup G1 R1: POR vs AUT,2016-M-DC-2016-G1-EPA-M-POR-AUT-01,201610304,Davis Cup G1 R1: POR vs AUT,Hard,4,D,305,63948.85
2016-0444C201641107Bratislava CH,2016-0444,201641107,Bratislava CH,Hard,32,C,2144,404746.86
2016-W-FC-2016-WG2-PO-SRB-BEL-01D201620416Fed Cup WG2 R1: SRB vs BEL,2016-W-FC-2016-WG2-PO-SRB-BEL-01,201620416,Fed Cup WG2 R1: SRB vs BEL,Clay,4,D,389,81609.29
2016-7083C201630912Istanbul CH,2016-7083,201630912,Istanbul CH,Hard,32,C,3057,631063.47
2019-0360A201920408Marrakech,2019-0360,201920408,Marrakech,Clay,32,A,2657,496815.47
2018-7318C201830917Columbus CH,2018-7318,201830917,Columbus CH,Hard,32,C,3333,735943.12
2020-W-FC-2020-G1-EPA-A-A-M-CRO-BUL-01D202010205Fed Cup G1 RR: CRO vs BUL,2020-W-FC-2020-G1-EPA-A-A-M-CRO-BUL-01,202010205,Fed Cup G1 RR: CRO vs BUL,Hard,2,D,284,56193.96
2016-0825I201630926Tashkent,2016-0825,201630926,Tashkent,Hard,32,I,4331,557416.86
2016-6284C201610314Guadalajara CH,2016-6284,201610314,Guadalajara CH,Hard,32,C,3231,622195.63
2018-W-FC-2018-G1-EPA-D-M-TUR-LAT-01D201810207Fed Cup G1 RR: TUR vs LAT,2018-W-FC-2018-G1-EPA-D-M-TUR-LAT-01,201810207,Fed Cup G1 RR: TUR vs LAT,Hard,2,D,215,42608.53
2019-7490C201920513Gwangju CH,2019-7490,201920513,Gwangju CH,Hard,64,C,8308,1499530.98
2018-W-WITF-CHN-10A-201825201820514Wuhan $25K,2018-W-WITF-CHN-10A-2018,201820514,Wuhan $25K,Hard,32,25,3364,532489.36
2018-W-WITF-NED-02A-201815201830702Den Haag $15K,2018-W-WITF-NED-02A-2018,201830702,Den Haag $15K,Clay,32,15,2139,411068.29
2019-W-ITF-TUN-07A-201915201910218W15 Monastir,2019-W-ITF-TUN-07A-2019,201910218,W15 Monastir,Hard,32,15,2324,449600.87
2019-M-DC-2019-FLS-A-M-FRA-SRB-01D201941121Davis Cup Finals RR: FRA vs SRB,2019-M-DC-2019-FLS-A-M-FRA-SRB-01,201941121,Davis Cup Finals RR: FRA vs SRB,Hard,4,D,422,79002.6
2021-W-ITF-NED-02A-202125202120628W25 The Hague,2021-W-ITF-NED-02A-2021,202120628,W25 The Hague,Clay,32,25,2265,556668.48
2019-W-ITF-ITA-25A-201925201930923W25 Santa Margherita Di Pula,2019-W-ITF-ITA-25A-2019,201930923,W25 Santa Margherita Di Pula,Clay,32,25,3667,731750.95
2021-W-FC-2021-POS-M-KAZ-ARG-01D202120417BJK Cup Playoffs: KAZ vs ARG,2021-W-FC-2021-POS-M-KAZ-ARG-01,202120417,BJK Cup Playoffs: KAZ vs ARG,Clay,4,D,434,92916.03
2017-W-WITF-TUR-22A-201760201720619Izmir $60K,2017-W-WITF-TUR-22A-2017,201720619,Izmir $60K,Hard,32,60,2444,582005.72
2018-0686C201830716Scheveningen CH,2018-0686,201830716,Scheveningen CH,Clay,32,C,3176,655384.16
2017-0228C201730710Winnetka CH,2017-0228,201730710,Winnetka CH,Hard,32,C,1601,308295.23
2017-W-FC-2017-G2-AM-A-M-ECU-URU-01D201730721Fed Cup G2 RR: ECU vs URU,2017-W-FC-2017-G2-AM-A-M-ECU-URU-01,201730721,Fed Cup G2 RR: ECU vs URU,,2,D,273,55254.97
2018-7393C201810108Canberra CH,2018-7393,201810108,Canberra CH,Hard,32,C,2529,452562.59
2019-0451A201841231Doha,2019-0451,201841231,Doha,Hard,32,A,2923,550943.19
2016-W-C10-ROU-01A-201610201620516Galati $10K,2016-W-C10-ROU-01A-2016,201620516,Galati $10K,Clay,32,10,2595,554805.92
2021-0096A202130724Tokyo Olympics,2021-0096,202130724,Tokyo Olympics,Hard,64,A,4877,967906.48
2016-W-FC-2016-G2-AM-B-M-GUA-URU-01D201610204Fed Cup G2 RR: GUA vs URU,2016-W-FC-2016-G2-AM-B-M-GUA-URU-01,201610204,Fed Cup G2 RR: GUA vs URU,,2,D,193,40579.18
2016-W-C10-SWE-04A-201610201641024Stockholm $10K,2016-W-C10-SWE-04A-2016,201641024,Stockholm $10K,Hard,32,10,2835,435627.05
2020-W-ITF-TUR-25A-202015202041214W15 Antalya,2020-W-ITF-TUR-25A-2020,202041214,W15 Antalya,Clay,32,15,3478,670245.59
2016-W-C25-USA-08A-201625201620613Sumter SC $25K,2016-W-C25-USA-08A-2016,201620613,Sumter SC $25K,Hard,32,25,3545,781235.14
2017-W-WITF-THA-11A-201715201730807Nonthaburi $15K,2017-W-WITF-THA-11A-2017,201730807,Nonthaburi $15K,Hard,32,15,4219,834029.0
2016-W-C10-ITA-10A-201610201630801Tarvisio $10K,2016-W-C10-ITA-10A-2016,201630801,Tarvisio $10K,Clay,32,10,3085,626342.21
2018-W-WITF-POR-08A-201815201820618Amarante $15K,2018-W-WITF-POR-08A-2018,201820618,Amarante $15K,Hard,32,15,3577,923640.25
2017-W-WITF-TUR-40A-201715201741113Antalya $15K,2017-W-WITF-TUR-40A-2017,201741113,Antalya $15K,Clay,32,15,3210,585295.14
2018-1039I201820402Monterrey,2018-1039,201820402,Monterrey,Hard,32,I,3347,615530.71
2016-W-C10-GRE-04A-201610201620411Heraklion $10K,2016-W-C10-GRE-04A-2016,201620411,Heraklion $10K,Hard,32,10,3054,480504.86
2016-W-C10-POR-09A-201610201641003Porto $10K,2016-W-C10-POR-09A-2016,201641003,Porto $10K,Clay,32,10,3505,688527.45
2019-0328A201941021Basel,2019-0328,201941021,Basel,Hard,32,A,2733,644586.24
2017-0252C201730710Medellin CH,2017-0252,201730710,Medellin CH,Clay,32,C,3374,690043.74
2018-W-WITF-TUR-04A-201815201810129Antalya $15K,2018-W-WITF-TUR-04A-2018,201810129,Antalya $15K,Hard,32,15,2876,486290.43
2018-W-WITF-ITA-42A-201815201841217Ortisei $15K,2018-W-WITF-ITA-42A-2018,201841217,Ortisei $15K,Hard,32,15,3876,715855.32
2019-W-ITF-EGY-19A-201915201941125W15 Cairo,2019-W-ITF-EGY-19A-2019,201941125,W15 Cairo,Clay,32,15,3421,562590.47
2016-M-DC-2016-G1-AM-M-CHI-COL-01D201630715Davis Cup G1 R2: CHI vs COL,2016-M-DC-2016-G1-AM-M-CHI-COL-01,201630715,Davis Cup G1 R2: CHI vs COL,Clay,4,D,499,93069.07
2017-7584C201710206Budapest CH,2017-7584,201710206,Budapest CH,Hard,32,C,3080,466314.9
2019-W-ITF-JPN-15A-201925201930902W25 Kyoto,2019-W-ITF-JPN-15A-2019,201930902,W25 Kyoto,Hard,32,25,3019,612578.82
2018-7783C201830903Zhangjiagang CH,2018-7783,201830903,Zhangjiagang CH,Hard,32,C,3025,619390.86
2016-W-C25-GER-10A-201625201630815Leipzig $25K,2016-W-C25-GER-10A-2016,201630815,Leipzig $25K,Clay,32,25,2246,425302.78
2016-W-C10-ESP-11A-201610201630801Valladolid $10K,2016-W-C10-ESP-11A-2016,201630801,Valladolid $10K,Hard,32,10,3537,884900.71
2018-0405I201830910Hiroshima,2018-0405,201830910,Hiroshima,Hard,32,I,3285,666040.57
2017-M-DC-2017-G1-AM-M-BRA-ECU-01D201720407Davis Cup G1 R2: BRA vs ECU,2017-M-DC-2017-G1-AM-M-BRA-ECU-01,201720407,Davis Cup G1 R2: BRA vs ECU,Clay,4,D,443,89028.85
2018-W-FC-2018-G2-AO-B-M-SGP-KGZ-01D201810207Fed Cup G2 RR: SGP vs KGZ,2018-W-FC-2018-G2-AO-B-M-SGP-KGZ-01,201810207,Fed Cup G2 RR: SGP vs KGZ,Hard,2,D,169,33899.1
2017-W-WITF-POL-01A-201725201720619Warsaw $25K,2017-W-WITF-POL-01A-2017,201720619,Warsaw $25K,Clay,32,25,3194,743642.7
2019-W-ITF-GBR-09A-201925201930805W25 Chiswick,2019-W-ITF-GBR-09A-2019,201930805,W25 Chiswick,Hard,32,25,2766,599167.03
2016-M-DC-2016-G2-EPA-M-BLR-DEN-01D201630916Davis Cup G2 R3: BLR vs DEN,2016-M-DC-2016-G2-EPA-M-BLR-DEN-01,201630916,Davis Cup G2 R3: BLR vs DEN,Hard,4,D,287,61062.94
2019-W-FC-2019-G2-EPA-PPO-LUX-TUN-01D201910209Fed Cup G2 PPO: LUX vs TUN,2019-W-FC-2019-G2-EPA-PPO-LUX-TUN-01,201910209,Fed Cup G2 PPO: LUX vs TUN,Hard,2,D,152,30298.69
2018-W-WITF-HUN-04A-2018100201830709Budapest $100K,2018-W-WITF-HUN-04A-2018,201830709,Budapest $100K,Clay,32,100,3374,663176.83
2018-0319A201830730Kitzbuhel,2018-0319,201830730,Kitzbuhel,Clay,32,A,2690,472559.62
2017-W-WITF-TUN-32A-201715201741023Hammamet $15K,2017-W-WITF-TUN-32A-2017,201741023,Hammamet $15K,Clay,32,15,2977,607478.29
2016-0375A201610201Montpellier,2016-0375,201610201,Montpellier,Hard,32,A,3328,987673.72
2019-1091I201920617Mallorca,2019-1091,201920617,Mallorca,Grass,32,I,3223,596542.68
2019-W-ITF-TUR-17A-201960201920408W60 Istanbul,2019-W-ITF-TUR-17A-2019,201920408,W60 Istanbul,Hard,32,60,2640,428973.15
2021-W-ITF-USA-10A-2021100202120510W100 Bonita Springs FL,2021-W-ITF-USA-10A-2021,202120510,W100 Bonita Springs FL,Clay,32,100,3395,744210.44
2018-W-FC-2018-G1-EPA-PP5-8-BUL-POL-01D201810210Fed Cup G1 PM: BUL vs POL,2018-W-FC-2018-G1-EPA-PP5-8-BUL-POL-01,201810210,Fed Cup G1 PM: BUL vs POL,Hard,2,D,245,50916.03
2019-1082I201920429Prague,2019-1082,201920429,Prague,Clay,32,I,2659,537100.69
2017-W-WITF-CHN-01A-201715201710213Nanjing $15K,2017-W-WITF-CHN-01A-2017,201710213,Nanjing $15K,Hard,32,15,4471,832560.13
2018-W-WITF-JPN-16A-201825201841015Hamamatsu $25K,2018-W-WITF-JPN-16A-2018,201841015,Hamamatsu $25K,Carpet,32,25,2777,564735.32
2019-W-FC-2019-G2-EPA-A-M-AUT-TUN-01D201910206Fed Cup G2 RR: AUT vs TUN,2019-W-FC-2019-G2-EPA-A-M-AUT-TUN-01,201910206,Fed Cup G2 RR: AUT vs TUN,Hard,2,D,182,36168.24
2017-W-FC-2017-WG-PO-RUS-BEL-01D201720422Fed Cup WG R1: RUS vs BEL,2017-W-FC-2017-WG-PO-RUS-BEL-01,201720422,Fed Cup WG R1: RUS vs BEL,Clay,4,D,310,61749.58
2019-W-ITF-MEX-31A-201915201941209W15 Cancun,2019-W-ITF-MEX-31A-2019,201941209,W15 Cancun,Hard,32,15,3358,815616.85
2019-W-ITF-EGY-29A-201915201941118W15 Sharm El Sheikh,2019-W-ITF-EGY-29A-2019,201941118,W15 Sharm El Sheikh,Hard,32,15,5646,1427555.99
2018-W-WITF-CZE-01A-201880201830716Olomouc $80K,2018-W-WITF-CZE-01A-2018,201830716,Olomouc $80K,Clay,32,80,3011,420102.79
2018-1003P201810212Doha,2018-1003,201810212,Doha,Hard,64,P,4690,913846.05
2021-W-ITF-ESP-19A-202160202130816W60 San Bartolome de Tirajana (Gran Canaria),2021-W-ITF-ESP-19A-2021,202130816,W60 San Bartolome de Tirajana (Gran Canaria),Clay,32,60,3828,819042.04
2020-W-ITF-GRE-13A-202015202041123W15 Heraklion,2020-W-ITF-GRE-13A-2020,202041123,W15 Heraklion,Clay,32,15,2788,480960.74
2019-0407A201910211Rotterdam,2019-0407,201910211,Rotterdam,Hard,32,A,3305,696724.19
2019-W-ITF-RSA-01A-201915201930923W15 Johannesburg,2019-W-ITF-RSA-01A-2019,201930923,W15 Johannesburg,Hard,32,15,2563,454172.04
2019-6857C201941007Mouilleron-Le-Captif CH,2019-6857,201941007,Mouilleron-Le-Captif CH,Hard,64,C,5943,1352600.92
2017-W-FC-2017-G2-AO-A-M-TKM-NZL-01D201730720Fed Cup G2 RR: TKM vs NZL,2017-W-FC-2017-G2-AO-A-M-TKM-NZL-01,201730720,Fed Cup G2 RR: TKM vs NZL,Hard,2,D,206,39743.14
2021-7740C202120607Nottingham CH,2021-7740,202120607,Nottingham CH,Grass,32,C,3824,687584.58
2020-W-ITF-POR-14A-202015202041102W15 Lousada,2020-W-ITF-POR-14A-2020,202041102,W15 Lousada,Hard,32,15,4050,592756.78
2017-W-WITF-EGY-19A-201715201730703Sharm El Sheikh $15K,2017-W-WITF-EGY-19A-2017,201730703,Sharm El Sheikh $15K,Hard,32,15,3568,781852.83
2019-W-ITF-KOR-04A-201925201920603W25 Daegu,2019-W-ITF-KOR-04A-2019,201920603,W25 Daegu,Hard,32,25,3515,793336.28
2017-0429A201741016Stockholm,2017-0429,201741016,Stockholm,Hard,32,A,3794,764574.63
2021-9514C202120517Oeiras 3 CH,2021-9514,202120517,Oeiras 3 CH,Clay,32,C,2934,518296.13
2018-W-WITF-USA-36A-201880201841022Macon GA $80K,2018-W-WITF-USA-36A-2018,201841022,Macon GA $80K,Hard,32,80,3069,620803.72
2017-W-WITF-CHN-03C-201760201710306Zhuhai $60K,2017-W-WITF-CHN-03C-2017,201710306,Zhuhai $60K,Hard,32,60,3665,747699.18
2018-M-DC-2018-G2-AO-M-THA-LBN-01D201830915Davis Cup G2 R3: THA vs LBN,2018-M-DC-2018-G2-AO-M-THA-LBN-01,201830915,Davis Cup G2 R3: THA vs LBN,Hard,4,D,352,68449.92
2016-W-C25-MEX-07A-201625201610314Irapuato $25K,2016-W-C25-MEX-07A-2016,201610314,Irapuato $25K,Hard,32,25,4712,1184249.83
2016-W-C10-ARG-03A-201610201620502Villa Maria $10K,2016-W-C10-ARG-03A-2016,201620502,Villa Maria $10K,Clay,32,10,3443,825232.73
2016-W-FC-2016-G1-AM-B-M-BRA-PER-01D201610203Fed Cup G1 RR: BRA vs PER,2016-W-FC-2016-G1-AM-B-M-BRA-PER-01,201610203,Fed Cup G1 RR: BRA vs PER,Clay,2,D,182,36721.2
2019-520G201920527Roland Garros,2019-520,201920527,Roland Garros,Clay,128,G,14419,1888254.93
2018-9132C201841008Barcelona CH,2018-9132,201841008,Barcelona CH,Clay,32,C,3437,842537.58
2019-W-ITF-JPN-18A-2019100201941111W100 Tokyo,2019-W-ITF-JPN-18A-2019,201941111,W100 Tokyo,Hard,32,100,2215,355905.09
2018-0221C201830723Tampere CH,2018-0221,201830723,Tampere CH,Clay,32,C,3940,935921.38
2017-W-WITF-RUS-04A-2017100201730918Saint Petersburg $100K,2017-W-WITF-RUS-04A-2017,201730918,Saint Petersburg $100K,Hard,32,100,2771,671834.34
2018-0398C201810212Cherbourg CH,2018-0398,201810212,Cherbourg CH,Hard,32,C,3573,639193.86
2016-W-C50-USA-07A-201650201630725Lexington KY $50K,2016-W-C50-USA-07A-2016,201630725,Lexington KY $50K,Hard,32,50,2008,331126.16
2019-W-ITF-MEX-08A-201915201920422W15 Cancun,2019-W-ITF-MEX-08A-2019,201920422,W15 Cancun,Hard,32,15,2154,459595.19
2018-0328A201841022Basel,2018-0328,201841022,Basel,Hard,32,A,3355,728942.32
2019-W-ITF-MEX-23A-201915201930826W15 Cancun,2019-W-ITF-MEX-23A-2019,201930826,W15 Cancun,Hard,32,15,3301,819835.54
2017-W-WITF-ESP-04A-201715201710227Palmanova Mallorca $15K,2017-W-WITF-ESP-04A-2017,201710227,Palmanova Mallorca $15K,Clay,32,15,3230,494292.12
2017-W-WITF-USA-06A-201725201710220Rancho Santa Fe CA $25K,2017-W-WITF-USA-06A-2017,201710220,Rancho Santa Fe CA $25K,Hard,32,25,3699,541206.1
2017-6239C201710130Quimper CH,2017-6239,201710130,Quimper CH,Hard,32,C,2571,587684.18
2019-1607C201930909Banja Luka CH,2019-1607,201930909,Banja Luka CH,Clay,64,C,7497,979372.63
2017-W-FC-2017-G1-AM-A-M-CAN-VEN-01D201710209Fed Cup G1 RR: CAN vs VEN,2017-W-FC-2017-G1-AM-A-M-CAN-VEN-01,201710209,Fed Cup G1 RR: CAN vs VEN,Hard,2,D,187,35747.22
2018-W-WITF-TUN-44A-201815201841217Monastir $15K,2018-W-WITF-TUN-44A-2018,201841217,Monastir $15K,Hard,32,15,2891,455381.35
2018-W-WITF-USA-25A-201825201830730Fort Worth TX $25K,2018-W-WITF-USA-25A-2018,201830730,Fort Worth TX $25K,Hard,32,25,3836,791272.04
2019-W-ITF-CHN-04A-201960201910311W60 Shenzhen,2019-W-ITF-CHN-04A-2019,201910311,W60 Shenzhen,Hard,32,60,2588,524202.82
2016-M-DC-2016-G2-AM-M-MEX-GUA-01D201610304Davis Cup G2 R1: MEX vs GUA,2016-M-DC-2016-G2-AM-M-MEX-GUA-01,201610304,Davis Cup G2 R1: MEX vs GUA,Hard,4,D,502,104002.08
2017-M-DC-2017-G1-AM-M-DOM-CHI-01D201710203Davis Cup G1 R1: DOM vs CHI,2017-M-DC-2017-G1-AM-M-DOM-CHI-01,201710203,Davis Cup G1 R1: DOM vs CHI,Hard,4,D,538,91277.49
2017-W-WITF-FRA-24A-201725201741009Cherboug en Cotentin $25K,2017-W-WITF-FRA-24A-2017,201741009,Cherboug en Cotentin $25K,Hard,32,25,3838,691888.82
2021-9522C202120614Nottingham 2 CH,2021-9522,202120614,Nottingham 2 CH,Grass,32,C,2386,495250.69
2019-0600C201930722Prague CH,2019-0600,201930722,Prague CH,Clay,64,C,9485,1468607.15
2017-W-WITF-GRE-01A-201715201710306Heraklion $15K,2017-W-WITF-GRE-01A-2017,201710306,Heraklion $15K,Clay,32,15,2419,482758.53
2018-W-FC-2018-G2-AO-C-M-MAS-POC-01D201810208Fed Cup G2 RR: MAS vs POC,2018-W-FC-2018-G2-AO-C-M-MAS-POC-01,201810208,Fed Cup G2 RR: MAS vs POC,Hard,2,D,165,34178.31
2019-W-ITF-TUR-21A-201915201920520W15 Antalya,2019-W-ITF-TUR-21A-2019,201920520,W15 Antalya,Clay,32,15,2773,494431.25
2017-W-WITF-TUN-25A-201715201730904Hammamet $15K,2017-W-WITF-TUN-25A-2017,201730904,Hammamet $15K,Clay,32,15,2761,574588.75
2017-7395C201741009Buenos Aires CH,2017-7395,201741009,Buenos Aires CH,Clay,32,C,2950,674985.41
2019-M-DC-2019-FLS-D-M-BEL-COL-01D201941118Davis Cup Finals RR: BEL vs COL,2019-M-DC-2019-FLS-D-M-BEL-COL-01,201941118,Davis Cup Finals RR: BEL vs COL,Hard,4,D,482,90783.1
2019-W-ITF-ITA-14A-201925201920624W25 Tarvisio,2019-W-ITF-ITA-14A-2019,201920624,W25 Tarvisio,Clay,32,25,3101,626642.95
2017-W-WITF-POR-05A-201715201720529Montemor O Novo $15K,2017-W-WITF-POR-05A-2017,201720529,Montemor O Novo $15K,Hard,32,15,3500,596540.88
2016-6244C201620404Le Gosier CH,2016-6244,201620404,Le Gosier CH,Hard,32,C,3419,782821.01
2016-M-DC-2016-WG-M-ITA-ARG-01D201630715Davis Cup WG QF: ITA vs ARG,2016-M-DC-2016-WG-M-ITA-ARG-01,201630715,Davis Cup WG QF: ITA vs ARG,Clay,4,D,430,80417.08
2016-W-C10-FRA-06A-201610201610314Gonesse $10K,2016-W-C10-FRA-06A-2016,201610314,Gonesse $10K,Clay,32,10,3442,648578.9
2017-W-WITF-ITA-11A-201725201720522Caserta $25K,2017-W-WITF-ITA-11A-2017,201720522,Caserta $25K,Clay,32,25,2884,636417.84
2017-W-WITF-TUR-20A-201715201720522Antalya $15K,2017-W-WITF-TUR-20A-2017,201720522,Antalya $15K,Clay,32,15,2925,529649.3
2018-W-WITF-ISR-03A-201815201820430Akko $15K,2018-W-WITF-ISR-03A-2018,201820430,Akko $15K,Hard,32,15,4202,522719.9
2020-W-ITF-AUS-05A-202025202010224W25 Perth,2020-W-ITF-AUS-05A-2020,202010224,W25 Perth,Hard,32,25,2916,527466.67
2019-W-ITF-USA-26A-201915201920610W15 Wesley Chapel FL,2019-W-ITF-USA-26A-2019,201920610,W15 Wesley Chapel FL,Clay,32,15,3924,886499.24
2019-580G201910114Australian Open,2019-580,201910114,Australian Open,Hard,128,G,15583,2781000.18
2017-W-FC-2017-G1-AO-PP3-4-CHN-KOR-01D201710211Fed Cup G1 PM: CHN vs KOR,2017-W-FC-2017-G1-AO-PP3-4-CHN-KOR-01,201710211,Fed Cup G1 PM: CHN vs KOR,Hard,2,D,141,28666.5
