workclass,education
Self-emp-inc,Bachelors
Private,9th
Private,HS-grad
Private,HS-grad
Private,Assoc-voc
Private,HS-grad
Private,Assoc-voc
?,Some-college
State-gov,Some-college
Self-emp-inc,10th
Private,Bachelors
Federal-gov,Assoc-acdm
Self-emp-not-inc,Masters
Private,HS-grad
Self-emp-inc,HS-grad
?,HS-grad
Private,HS-grad
Private,Assoc-voc
Self-emp-not-inc,HS-grad
Private,Assoc-voc
Self-emp-not-inc,Some-college
Self-emp-not-inc,HS-grad
Private,Some-college
Self-emp-inc,Some-college
Private,HS-grad
Private,11th
?,10th
Self-emp-inc,Masters
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,Some-college
?,HS-grad
Self-emp-inc,Prof-school
Self-emp-inc,HS-grad
Private,10th
Private,Some-college
Private,HS-grad
Private,10th
Federal-gov,HS-grad
Private,Some-college
Private,Masters
Private,Assoc-voc
Private,Assoc-acdm
Private,Prof-school
Private,Bachelors
Local-gov,Bachelors
State-gov,Masters
Private,Some-college
Private,HS-grad
Private,HS-grad
Private,Assoc-voc
Private,11th
Self-emp-not-inc,Some-college
Self-emp-not-inc,HS-grad
Private,Assoc-voc
Self-emp-inc,HS-grad
Private,HS-grad
Local-gov,Bachelors
Private,10th
Private,HS-grad
Private,HS-grad
Federal-gov,HS-grad
Private,Masters
Private,Some-college
Private,HS-grad
Private,HS-grad
State-gov,HS-grad
Private,HS-grad
Self-emp-inc,11th
Private,11th
Private,Bachelors
Self-emp-not-inc,Some-college
Private,Some-college
Self-emp-inc,Bachelors
Private,Some-college
Private,Some-college
Self-emp-inc,Bachelors
?,Masters
Private,Assoc-acdm
State-gov,HS-grad
Private,HS-grad
Private,Some-college
State-gov,Some-college
Private,Some-college
Self-emp-not-inc,Assoc-voc
Self-emp-inc,Bachelors
Self-emp-not-inc,Assoc-voc
Self-emp-inc,Bachelors
Private,Bachelors
Private,HS-grad
Private,Bachelors
Private,Bachelors
Local-gov,9th
Local-gov,Bachelors
State-gov,9th
Private,Some-college
Private,Some-college
Local-gov,Bachelors
Private,Some-college
Private,HS-grad
Private,HS-grad
Private,Bachelors
Private,HS-grad
Private,HS-grad
Private,10th
Private,Masters
Private,10th
Private,Some-college
Private,Assoc-acdm
Private,Some-college
Private,HS-grad
Private,10th
Private,HS-grad
State-gov,HS-grad
Private,Prof-school
Local-gov,HS-grad
Local-gov,Some-college
?,5th-6th
Private,Bachelors
Private,10th
Private,Bachelors
Private,Some-college
Private,10th
Private,HS-grad
Private,10th
Private,7th-8th
Private,Some-college
Private,Doctorate
Private,12th
Private,Bachelors
Self-emp-not-inc,HS-grad
Private,HS-grad
Private,Some-college
Private,12th
Private,Some-college
?,Bachelors
Private,7th-8th
Federal-gov,HS-grad
Private,Some-college
Private,Some-college
Private,11th
Local-gov,Bachelors
?,Some-college
?,Bachelors
Private,Assoc-acdm
Private,Some-college
Private,Some-college
?,10th
Private,Assoc-voc
Self-emp-not-inc,HS-grad
State-gov,Some-college
Local-gov,Bachelors
?,HS-grad
Private,HS-grad
Private,Bachelors
Private,Bachelors
Private,HS-grad
Self-emp-not-inc,HS-grad
Private,Some-college
Private,Some-college
Self-emp-not-inc,HS-grad
Private,HS-grad
Private,Bachelors
Private,Some-college
Local-gov,Bachelors
?,Some-college
Private,Masters
Self-emp-not-inc,Bachelors
Private,HS-grad
Local-gov,HS-grad
Private,Bachelors
Private,11th
Private,Bachelors
Private,11th
State-gov,HS-grad
State-gov,Some-college
Private,HS-grad
State-gov,HS-grad
Private,HS-grad
?,HS-grad
Private,HS-grad
Private,10th
Private,Some-college
Self-emp-not-inc,12th
Private,Assoc-acdm
Private,Masters
Private,HS-grad
Private,Bachelors
Private,HS-grad
Private,Prof-school
Private,Some-college
Private,11th
Local-gov,HS-grad
Self-emp-not-inc,Some-college
Self-emp-not-inc,HS-grad
Private,HS-grad
Private,Some-college
Private,HS-grad
Self-emp-not-inc,Prof-school
Private,HS-grad
Private,Bachelors
Private,HS-grad
?,Assoc-acdm
Private,11th
Local-gov,HS-grad
State-gov,Assoc-acdm
Private,5th-6th
Private,1st-4th
Private,Some-college
Private,10th
Private,HS-grad
Self-emp-inc,Bachelors
Private,HS-grad
Private,HS-grad
Private,Bachelors
Private,Masters
State-gov,Masters
Self-emp-not-inc,Prof-school
Self-emp-inc,HS-grad
Private,Some-college
Private,HS-grad
Private,Bachelors
Private,10th
Private,Some-college
Self-emp-not-inc,9th
Self-emp-not-inc,HS-grad
Local-gov,HS-grad
Private,HS-grad
Private,Bachelors
?,HS-grad
Private,HS-grad
Private,Some-college
Self-emp-not-inc,10th
Local-gov,HS-grad
Private,Bachelors
Private,Bachelors
Private,7th-8th
Private,HS-grad
?,HS-grad
Self-emp-inc,Some-college
Private,11th
Private,HS-grad
Private,Prof-school
Private,Assoc-acdm
Private,Some-college
Private,7th-8th
Private,Some-college
Private,Assoc-acdm
Private,Masters
?,HS-grad
Private,Some-college
Federal-gov,Some-college
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,Bachelors
Private,HS-grad
Self-emp-not-inc,HS-grad
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,9th
Private,Doctorate
Private,HS-grad
Private,11th
Private,HS-grad
State-gov,HS-grad
Private,Some-college
Private,HS-grad
Private,HS-grad
Private,Some-college
Private,HS-grad
Private,Masters
Private,Some-college
Private,Some-college
Private,Some-college
Private,HS-grad
?,Some-college
Private,HS-grad
Private,HS-grad
?,7th-8th
Private,Bachelors
Private,Masters
Private,HS-grad
Federal-gov,Some-college
Private,12th
Private,Bachelors
Private,HS-grad
Private,Some-college
Private,Bachelors
Private,Masters
Private,Bachelors
Private,HS-grad
Private,HS-grad
Local-gov,HS-grad
Private,Bachelors
Local-gov,Some-college
Private,HS-grad
Private,Some-college
Private,HS-grad
Private,HS-grad
Private,Masters
Private,Assoc-voc
Private,Masters
Private,Some-college
Private,HS-grad
Private,Bachelors
Private,Assoc-voc
Self-emp-not-inc,Bachelors
Private,Bachelors
Private,HS-grad
Private,Bachelors
Local-gov,HS-grad
Private,Bachelors
Private,11th
Private,7th-8th
Private,Bachelors
Self-emp-not-inc,Some-college
Private,Some-college
Private,Bachelors
Private,HS-grad
Private,HS-grad
Private,11th
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,10th
Self-emp-not-inc,HS-grad
Private,Bachelors
Self-emp-not-inc,Bachelors
Self-emp-not-inc,HS-grad
?,HS-grad
Private,Some-college
Private,Some-college
?,HS-grad
Private,Bachelors
Private,10th
Private,Masters
Private,Bachelors
Private,HS-grad
Private,11th
Private,HS-grad
Private,Some-college
Private,HS-grad
Private,Some-college
Private,Assoc-voc
?,10th
Private,HS-grad
Private,10th
Private,11th
Local-gov,HS-grad
?,10th
Private,Some-college
Private,Bachelors
Private,HS-grad
Private,10th
Private,Bachelors
Private,Assoc-acdm
Local-gov,Bachelors
Local-gov,Masters
Private,Masters
Private,Assoc-acdm
Private,5th-6th
Federal-gov,9th
Private,Assoc-acdm
Private,9th
Private,Masters
Private,Some-college
Private,HS-grad
Private,Bachelors
Private,Assoc-acdm
Federal-gov,HS-grad
Private,7th-8th
Private,Bachelors
Private,Some-college
Private,HS-grad
Self-emp-inc,Prof-school
Private,HS-grad
State-gov,Masters
Private,11th
Private,HS-grad
Local-gov,7th-8th
Self-emp-inc,HS-grad
Private,HS-grad
Private,Assoc-voc
Private,Bachelors
Private,11th
Private,HS-grad
Private,HS-grad
Local-gov,HS-grad
Private,HS-grad
Private,HS-grad
State-gov,Bachelors
Private,7th-8th
Private,7th-8th
Private,Some-college
?,Some-college
Private,HS-grad
Private,Bachelors
Self-emp-not-inc,HS-grad
Local-gov,HS-grad
Private,Some-college
Private,HS-grad
State-gov,Some-college
Private,HS-grad
Local-gov,Some-college
State-gov,Masters
Private,HS-grad
Private,HS-grad
Private,Masters
Private,HS-grad
Private,Some-college
Private,Bachelors
Private,Some-college
Local-gov,Some-college
Private,Bachelors
Private,Assoc-voc
Private,7th-8th
Federal-gov,HS-grad
?,Some-college
Private,Some-college
Private,Bachelors
Self-emp-inc,HS-grad
Private,HS-grad
?,Masters
Private,9th
Private,Bachelors
Self-emp-not-inc,HS-grad
Local-gov,Bachelors
State-gov,Masters
Private,HS-grad
Private,HS-grad
Local-gov,Assoc-acdm
Private,HS-grad
Private,Some-college
Local-gov,Bachelors
Private,HS-grad
Local-gov,HS-grad
?,Bachelors
Private,Some-college
Federal-gov,HS-grad
Private,9th
Self-emp-not-inc,Bachelors
Private,10th
Private,HS-grad
Private,Some-college
State-gov,Bachelors
Private,Some-college
Private,Some-college
Private,Some-college
Self-emp-not-inc,Bachelors
?,Bachelors
Private,Some-college
Private,HS-grad
Private,Bachelors
Self-emp-not-inc,HS-grad
Federal-gov,Bachelors
Local-gov,Some-college
Private,HS-grad
Private,HS-grad
Self-emp-not-inc,Some-college
Self-emp-not-inc,HS-grad
Private,Some-college
Self-emp-not-inc,HS-grad
Private,Some-college
Private,HS-grad
Private,Masters
Private,Some-college
Local-gov,Bachelors
Private,Bachelors
Private,11th
Private,HS-grad
Private,Bachelors
Private,Some-college
Without-pay,7th-8th
Private,HS-grad
Private,HS-grad
Private,Some-college
Private,HS-grad
Local-gov,Masters
Self-emp-not-inc,Masters
Private,10th
Private,9th
Private,11th
Private,HS-grad
Self-emp-inc,Prof-school
Private,1st-4th
Self-emp-not-inc,Some-college
Local-gov,Masters
Private,Bachelors
Local-gov,Assoc-voc
Local-gov,Bachelors
Private,Bachelors
Private,HS-grad
Private,Masters
Private,Some-college
?,Some-college
Private,Bachelors
Private,Bachelors
Private,Bachelors
Private,HS-grad
Private,HS-grad
Private,Masters
Private,Some-college
?,11th
Private,7th-8th
Private,HS-grad
Private,HS-grad
Private,Bachelors
Local-gov,Bachelors
Private,Bachelors
State-gov,Bachelors
Local-gov,HS-grad
Private,Some-college
Private,10th
Local-gov,HS-grad
Private,HS-grad
Local-gov,11th
Private,Masters
Private,Masters
State-gov,HS-grad
State-gov,Bachelors
Private,Masters
Self-emp-not-inc,Bachelors
Local-gov,HS-grad
Private,Bachelors
Private,HS-grad
Private,10th
Private,11th
Private,HS-grad
Private,HS-grad
Private,Bachelors
Private,Some-college
Private,HS-grad
Local-gov,Masters
Private,Masters
Private,Bachelors
Private,Bachelors
Private,HS-grad
Private,Some-college
Private,HS-grad
Private,10th
Self-emp-not-inc,HS-grad
Private,Some-college
?,11th
Private,Masters
Private,HS-grad
Private,HS-grad
Private,Bachelors
Private,Bachelors
Private,Some-college
Self-emp-not-inc,11th
Local-gov,10th
Local-gov,Prof-school
Federal-gov,HS-grad
Private,Bachelors
Private,HS-grad
Self-emp-inc,Some-college
Private,HS-grad
Self-emp-inc,Some-college
?,Assoc-acdm
Private,HS-grad
Private,Some-college
Private,HS-grad
Private,HS-grad
Private,Some-college
Private,HS-grad
Private,Bachelors
Private,Some-college
Private,HS-grad
Self-emp-not-inc,Masters
Private,Bachelors
State-gov,HS-grad
Private,HS-grad
Private,Some-college
Self-emp-not-inc,HS-grad
Private,9th
Private,Bachelors
Private,HS-grad
Private,Some-college
Private,7th-8th
Private,HS-grad
Private,Some-college
Private,Bachelors
Private,Some-college
Private,Some-college
Local-gov,Bachelors
Private,Bachelors
Private,Prof-school
Private,Masters
Federal-gov,HS-grad
Private,Masters
Private,11th
Local-gov,Assoc-acdm
Private,Doctorate
Private,Some-college
Private,Assoc-acdm
Private,Bachelors
?,Bachelors
Private,Assoc-voc
Private,HS-grad
Federal-gov,Some-college
State-gov,Masters
Private,Assoc-acdm
Self-emp-not-inc,Some-college
Private,Assoc-voc
Private,HS-grad
Private,11th
Private,HS-grad
?,Some-college
Private,10th
State-gov,Some-college
Private,Some-college
Private,Bachelors
Private,7th-8th
Private,Some-college
Self-emp-not-inc,Bachelors
Private,Bachelors
Self-emp-not-inc,10th
?,HS-grad
Private,Some-college
Private,HS-grad
Private,Bachelors
Private,Some-college
Private,Bachelors
Private,11th
Private,Some-college
Private,HS-grad
Local-gov,7th-8th
State-gov,Assoc-voc
Private,HS-grad
Private,HS-grad
Private,12th
Private,HS-grad
?,Some-college
Private,Bachelors
Local-gov,Masters
Private,Some-college
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,Bachelors
Private,Some-college
Private,Bachelors
Private,11th
?,HS-grad
Local-gov,Some-college
Local-gov,Some-college
Federal-gov,HS-grad
Private,HS-grad
Self-emp-not-inc,Some-college
Private,HS-grad
Private,Some-college
Local-gov,HS-grad
Private,Bachelors
Private,Some-college
Private,HS-grad
?,HS-grad
Private,Masters
Self-emp-inc,Assoc-acdm
Private,HS-grad
Federal-gov,HS-grad
Private,HS-grad
Private,Assoc-acdm
?,Bachelors
Private,Some-college
Private,Bachelors
?,Some-college
Private,Some-college
Private,Bachelors
Local-gov,HS-grad
Private,Some-college
Self-emp-not-inc,Masters
State-gov,Bachelors
Private,Assoc-voc
Private,HS-grad
Self-emp-inc,Some-college
Private,Some-college
?,12th
Private,HS-grad
Private,Some-college
Local-gov,HS-grad
Private,Some-college
Private,HS-grad
Private,Some-college
Private,Some-college
Private,HS-grad
Private,Bachelors
State-gov,Some-college
Private,HS-grad
Local-gov,Masters
?,Doctorate
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,Bachelors
Private,5th-6th
Private,HS-grad
?,Some-college
Private,HS-grad
Local-gov,HS-grad
State-gov,Some-college
State-gov,11th
Local-gov,Masters
Private,HS-grad
Private,Masters
Private,Assoc-voc
Private,HS-grad
Private,Some-college
Federal-gov,Some-college
Private,HS-grad
Private,Bachelors
Local-gov,Masters
Private,HS-grad
Local-gov,Some-college
Private,Masters
Private,HS-grad
Self-emp-not-inc,HS-grad
Private,11th
Private,HS-grad
State-gov,Bachelors
Private,Some-college
Private,11th
Private,Some-college
?,Some-college
Private,Masters
Private,10th
?,11th
Private,Some-college
Self-emp-inc,Bachelors
Self-emp-inc,Masters
Self-emp-not-inc,5th-6th
Private,HS-grad
Private,Some-college
Private,11th
?,Bachelors
?,HS-grad
Private,Some-college
Private,HS-grad
Private,Bachelors
Self-emp-not-inc,Assoc-voc
Private,10th
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,9th
Private,HS-grad
Private,Bachelors
Private,Some-college
Local-gov,HS-grad
Private,Assoc-acdm
Self-emp-not-inc,Bachelors
Private,Assoc-acdm
Private,Bachelors
Self-emp-not-inc,Masters
Self-emp-not-inc,7th-8th
Self-emp-inc,Masters
Private,HS-grad
Self-emp-not-inc,Masters
Private,Bachelors
Private,Some-college
Federal-gov,Some-college
Private,11th
Private,Some-college
Private,12th
Private,9th
Private,Bachelors
Private,HS-grad
Private,Some-college
Private,Bachelors
Private,Bachelors
Private,HS-grad
Private,Assoc-voc
Federal-gov,Assoc-acdm
Private,Bachelors
Local-gov,Bachelors
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,HS-grad
Self-emp-not-inc,Bachelors
Local-gov,HS-grad
?,Some-college
Private,HS-grad
Private,HS-grad
?,5th-6th
Self-emp-not-inc,HS-grad
Private,Some-college
Private,Some-college
Private,Masters
Private,HS-grad
Private,HS-grad
Private,10th
State-gov,HS-grad
?,Some-college
Private,7th-8th
Private,11th
State-gov,Bachelors
Private,HS-grad
Local-gov,Bachelors
Private,Assoc-acdm
Private,7th-8th
Self-emp-not-inc,Bachelors
Private,Bachelors
Private,HS-grad
Private,Assoc-voc
Private,7th-8th
Private,Assoc-voc
Private,HS-grad
State-gov,Bachelors
Private,Some-college
Private,Some-college
Federal-gov,Prof-school
Private,7th-8th
Private,Assoc-voc
Private,Assoc-acdm
Federal-gov,Some-college
Private,Some-college
Self-emp-not-inc,Masters
Local-gov,HS-grad
Private,Some-college
Federal-gov,Bachelors
Private,Bachelors
State-gov,Some-college
Private,Doctorate
Federal-gov,Some-college
Self-emp-inc,HS-grad
Private,Assoc-voc
Self-emp-not-inc,Bachelors
Private,HS-grad
Private,Masters
Local-gov,Bachelors
Private,HS-grad
Private,Bachelors
Private,Assoc-voc
Private,Some-college
Private,Assoc-voc
Private,Some-college
Private,12th
Local-gov,HS-grad
Private,HS-grad
Self-emp-not-inc,Bachelors
Private,HS-grad
Private,Assoc-voc
Private,Some-college
Private,Some-college
Private,HS-grad
Private,Some-college
Private,Assoc-acdm
Private,HS-grad
Private,10th
Local-gov,Prof-school
State-gov,Some-college
?,11th
Private,HS-grad
Local-gov,Bachelors
Private,Doctorate
Private,Bachelors
Private,Masters
Local-gov,Bachelors
Private,Some-college
Self-emp-not-inc,HS-grad
Private,HS-grad
Private,HS-grad
?,11th
Private,Some-college
Private,HS-grad
Private,Assoc-voc
Self-emp-not-inc,HS-grad
Private,Bachelors
Self-emp-not-inc,HS-grad
Private,Some-college
Self-emp-not-inc,Bachelors
Private,HS-grad
Private,Some-college
Private,Some-college
Private,Bachelors
Private,Bachelors
Private,Some-college
Private,Some-college
Private,Bachelors
State-gov,HS-grad
Private,7th-8th
Private,Some-college
Private,Bachelors
Local-gov,Assoc-acdm
Private,Bachelors
Private,Some-college
Private,Bachelors
Self-emp-inc,HS-grad
State-gov,Masters
Self-emp-inc,Bachelors
Private,Some-college
Local-gov,Some-college
Private,HS-grad
?,Some-college
Federal-gov,Masters
Private,Bachelors
Private,Some-college
?,Bachelors
Private,11th
Private,Some-college
Federal-gov,Some-college
Private,Assoc-voc
Self-emp-not-inc,11th
Private,11th
Private,Some-college
Private,Some-college
Private,11th
Private,10th
Private,HS-grad
Private,Masters
?,Some-college
Private,Assoc-voc
Self-emp-not-inc,HS-grad
Private,11th
Private,Masters
Private,Bachelors
Self-emp-not-inc,Assoc-voc
Private,9th
Self-emp-not-inc,12th
Federal-gov,Some-college
Private,Assoc-acdm
Private,Bachelors
Private,Bachelors
Private,Bachelors
?,Some-college
Private,Assoc-acdm
?,Some-college
Private,HS-grad
?,11th
?,10th
Private,Bachelors
Private,Prof-school
Private,Some-college
Private,HS-grad
Private,HS-grad
Private,Some-college
Private,Assoc-voc
Self-emp-inc,Masters
Private,HS-grad
Private,9th
State-gov,HS-grad
Local-gov,Bachelors
?,9th
Private,Some-college
Private,Doctorate
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,Some-college
Private,Some-college
?,Some-college
Private,11th
?,HS-grad
Private,7th-8th
Private,Some-college
Self-emp-inc,Bachelors
Self-emp-not-inc,Bachelors
Private,Bachelors
Private,7th-8th
Local-gov,Bachelors
Self-emp-inc,HS-grad
Private,Bachelors
Private,Some-college
Private,HS-grad
Private,Some-college
Private,12th
Private,Masters
?,Some-college
Private,HS-grad
Private,HS-grad
State-gov,Some-college
Private,Some-college
Private,7th-8th
Private,Bachelors
Private,Some-college
Private,Assoc-voc
Private,Some-college
Private,11th
Private,HS-grad
Private,Some-college
Private,10th
Local-gov,Some-college
Private,Some-college
Private,Some-college
Private,Bachelors
Local-gov,Masters
Self-emp-not-inc,9th
Private,Some-college
Private,HS-grad
Self-emp-not-inc,12th
?,Bachelors
Private,HS-grad
Private,11th
Self-emp-not-inc,Bachelors
Private,9th
Private,HS-grad
Self-emp-inc,Prof-school
?,Some-college
Private,HS-grad
Self-emp-not-inc,HS-grad
Private,HS-grad
Self-emp-not-inc,HS-grad
Private,Prof-school
State-gov,Bachelors
Private,Bachelors
Local-gov,Some-college
State-gov,Masters
State-gov,HS-grad
Private,Some-college
Self-emp-inc,Some-college
Self-emp-not-inc,HS-grad
Private,9th
Local-gov,Some-college
Private,Assoc-acdm
Private,HS-grad
Private,Some-college
Private,5th-6th
Private,HS-grad
Local-gov,HS-grad
Private,10th
Private,Bachelors
Private,Assoc-voc
Private,10th
Self-emp-not-inc,HS-grad
Private,HS-grad
Private,HS-grad
Self-emp-not-inc,HS-grad
Private,HS-grad
Local-gov,Some-college
Self-emp-not-inc,Assoc-voc
Private,Assoc-voc
Self-emp-not-inc,Assoc-acdm
Private,Bachelors
Private,Assoc-voc
?,HS-grad
Private,HS-grad
Private,HS-grad
Private,HS-grad
